Galleria_mellonella	Achroia_grisella	Amyelois_transitella	Bombyx_mori	Danaus_plexippus	Helicoverpa_armigera	Ostrinia_nubilalis	Plodia_interpunctella	Plutella_xylostella	Manduca_sexta	Arctopsyche_grandis
gene-LOC128200792	gene-LOC131854096	gene-LOC106141122	gene-LOC101739123	gene-LOC116766266	gene-LOC110374218	gene-LOC135073514	gene-LOC128669661	gene-LOC105392131	gene-LOC115441991	.
gene-LOC128200790	gene-LOC131854096	gene-LOC106141122	gene-LOC101739123	gene-LOC116766266	gene-LOC110374218	gene-LOC135073514	gene-LOC128669661	gene-LOC105392131	gene-LOC115441991	.
gene-LOC128200791	gene-LOC131854096	gene-LOC106141122	gene-LOC101739123	gene-LOC116766266	gene-LOC110374218	gene-LOC135073514	gene-LOC128669661	gene-LOC105392131	gene-LOC115441991	.
gene-LOC128200786	gene-LOC131854096	gene-LOC106141122	gene-LOC101739123	gene-LOC116766266	gene-LOC110374218	gene-LOC135073514	gene-LOC128669661	gene-LOC105392131	gene-LOC115441991	.
gene-LOC128200787	gene-LOC131854096	gene-LOC106141122	gene-LOC101739123	gene-LOC116766266	gene-LOC110374218	gene-LOC135073514	gene-LOC128669661	gene-LOC105392131	gene-LOC115441991	.
gene-LOC116412727	gene-LOC131854083	gene-LOC106141121	gene-LOC105841656	gene-LOC116766267	gene-LOC110374209	.	gene-LOC128669661	gene-LOC119692242	gene-LOC115442021	.
gene-LOC113511424	gene-LOC131854053	gene-LOC106140851	gene-LOC732986	gene-LOC116766564	gene-LOC110374185	gene-LOC135073418	gene-LOC128669663	.	gene-LOC115441992	gene-LOC143919389
gene-LOC113511425	gene-LOC131854054	gene-LOC106140389	gene-LOC101738975	gene-LOC116766561	gene-LOC110374184	gene-LOC135073417	gene-LOC128669660	gene-LOC105394430	gene-LOC115442009	gene-LOC143919386
gene-LOC113522766	gene-LOC131854060	gene-LOC106139444	gene-LOC101741627	gene-LOC116766560	gene-LOC110374189	gene-LOC135073512	gene-LOC128669356	gene-LOC105394435	gene-LOC115441986	.
gene-LOC113514885	gene-LOC131854068	gene-LOC106139443	gene-LOC101738705	gene-LOC116766563	gene-LOC110374194	gene-LOC135073414	gene-LOC128669486	gene-LOC105387574	gene-LOC115442024	.
gene-LOC113514886	gene-LOC131854066	gene-LOC106134568	gene-LOC733141	gene-LOC116766554	gene-LOC110374195	gene-LOC135073416	gene-LOC128669559	gene-LOC105387572	gene-LOC115441993	.
gene-LOC113514884	gene-LOC131854049	gene-LOC106134581	gene-LOC101741487	gene-LOC116766147	gene-Exo70	gene-LOC135073511	gene-LOC128669246	gene-LOC105392978	gene-LOC115442003	gene-Exo70
gene-LOC113513529	gene-LOC131854048	gene-LOC106134580	gene-LOC101741349	gene-LOC116766148	gene-LOC110374190	gene-LOC135073510	gene-LOC128669244	gene-LOC105387579	gene-LOC115442002	.
gene-LOC128200793	.	.	.	.	.	.	.	.	.	.
gene-LOC113517929	gene-LOC131854062	gene-LOC106134544	gene-LOC101741063	gene-LOC116766607	gene-LOC110370981	gene-LOC135073664	gene-LOC128669433	.	gene-LOC115442010	.
gene-LOC113523390	gene-LOC131853254	gene-LOC106142901	gene-LOC101747213	gene-LOC116766312	gene-LOC110370979	gene-LOC135073410	gene-LOC128669399	gene-LOC105390387	gene-LOC115441983	gene-Ostgamma
gene-LOC113510279	gene-LOC131854051	gene-LOC106142944	gene-Care-11	.	gene-LOC110371001	gene-LOC135073395	gene-LOC128669395	.	gene-LOC115442014	.
gene-LOC113510281	gene-LOC131854050	gene-LOC106142944	gene-ae19	.	gene-LOC110371001	gene-LOC135073395	gene-LOC128669395	.	gene-LOC115442014	.
gene-LOC113510280	gene-LOC131854050	gene-LOC106142944	gene-Care-11	.	gene-LOC110371001	gene-LOC135073395	gene-LOC128669395	.	gene-LOC115442014	.
gene-LOC113510278	gene-LOC131854088	gene-LOC106142944	gene-Care-11	.	gene-LOC110371001	gene-LOC135073395	gene-LOC128669395	.	gene-LOC115442014	.
gene-LOC113510334	gene-LOC131854069	gene-LOC106142780	gene-LOC101735653	gene-LOC116766225	gene-LOC110374201	gene-LOC135073659	gene-LOC128669567	gene-LOC105394248	gene-LOC115442013	.
gene-LOC113522386	gene-LOC131854059	gene-LOC106142787	gene-LOC101735697	gene-LOC116766335	gene-LOC110374202	gene-LOC135073451	gene-LOC128669565	.	gene-LOC115442008	.
gene-LOC116412721	gene-LOC131854055	gene-LOC106142808	gene-LOC101735558	gene-LOC116766435	gene-LOC110374217	gene-LOC135073413	gene-LOC128669462	gene-LOC105392990	gene-LOC115442029	.
gene-LOC113523444	gene-LOC131853267	gene-LOC106142818	.	gene-LOC116766274	gene-LOC110374203	gene-LOC135073657	gene-LOC128669342	.	.	.
gene-LOC113523630	gene-LOC131853314	gene-LOC106142911	gene-LOC101735516	gene-LOC116766313	gene-LOC110370980	gene-LOC135073411	gene-LOC128669400	.	gene-LOC115441984	.
gene-LOC113509129	gene-LOC131853159	gene-LOC106142924	gene-VATPc	gene-LOC116766426	gene-LOC110370962	gene-LOC135073409	gene-LOC128669369	gene-LOC105390396	gene-LOC115441985	gene-Vha16-1
gene-LOC113509128	gene-LOC131853177	gene-LOC106142868	gene-LOC101746947	gene-LOC116766423	gene-LOC110370998	gene-LOC135073408	gene-LOC128669649	gene-LOC105395049	gene-LOC115442011	gene-LOC143917442
gene-LOC113509171	gene-LOC131853162	gene-LOC106142933	gene-LOC101746805	gene-LOC116766427	gene-LOC110370982	gene-LOC135073407	gene-LOC128669651	gene-LOC105382751	gene-LOC115441987	.
gene-LOC113523447	gene-LOC131853236	gene-LOC106142828	gene-LOC101746664	gene-LOC116766425	gene-LOC126054592	.	gene-LOC128669654	gene-LOC105382752	gene-LOC119190161	.
gene-LOC113523358	gene-LOC131853261	gene-LOC106142882	gene-LOC101744593	gene-LOC116766345	gene-LOC110371004	gene-LOC135073405	gene-LOC128669309	gene-LOC105395299	gene-LOC115449527	.
gene-LOC113523359	gene-LOC131853180	gene-LOC106142875	gene-LOC101747179	gene-LOC116766578	gene-LOC110370986	gene-LOC135073399	gene-LOC128669359	gene-LOC105395048	gene-LOC115449527	.
gene-LOC128200782	.	.	.	.	.	.	.	.	.	.
gene-LOC113509133	gene-LOC131853248	gene-LOC106142894	gene-LOC101746110	gene-LOC116766270	gene-LOC110371016	gene-LOC135073450	gene-LOC128669478	gene-LOC105382753	gene-LOC119190201	.
gene-LOC113523450	gene-LOC131853338	gene-LOC106142837	gene-LOC101746252	gene-LOC116766528	gene-Rtp	gene-LOC135073402	gene-LOC128669457	gene-LOC105395045	gene-LOC115449530	gene-rtp
gene-LOC113509144	gene-LOC131853310	gene-LOC106142847	gene-LOC101746391	gene-LOC116766314	gene-LOC110370977	gene-LOC135073401	gene-LOC128669456	gene-LOC105392258	gene-LOC115449531	gene-LOC143916733
gene-LOC113523514	gene-LOC131853200	gene-LOC106142952	gene-LOC101735387	gene-LOC116766598	gene-LOC110370999	gene-LOC135073391	gene-LOC128669637	gene-LOC105398245	gene-LOC115449527	.
gene-LOC113523451	gene-LOC131853375	gene-LOC106142853	.	gene-LOC116766584	gene-LOC110370974	gene-LOC135073655	gene-LOC128669636	gene-LOC105382722	gene-LOC115449532	.
gene-LOC113509136	gene-LOC131853168	gene-LOC106139860	gene-NGR-A9	gene-LOC116766601	gene-LOC110370995	gene-LOC135073390	gene-LOC128669639	gene-LOC105381922	gene-LOC115449525	.
gene-LOC128200777	.	gene-LOC132903231	.	gene-LOC116774775	gene-LOC110381472	gene-LOC135083668	gene-LOC128680518	.	gene-LOC115447623	.
gene-LOC113514481	gene-LOC131841234	gene-LOC106139918	gene-LOC101746821	gene-LOC116774774	gene-LOC110382612	gene-LOC135083908	gene-LOC128680516	gene-LOC105379986	gene-LOC115447622	.
gene-LOC113514203	gene-LOC131841224	gene-LOC106140015	gene-LOC733024	gene-LOC116774791	gene-LOC110382610	gene-LOC135083874	gene-LOC128680367	gene-LOC105398818	gene-LOC115447621	.
gene-LOC113514218	gene-LOC131841223	gene-LOC106140319	gene-tab1	gene-LOC116774838	gene-LOC110382611	gene-LOC135083873	gene-LOC128680366	gene-LOC105398817	gene-LOC115447620	.
gene-LOC113514267	gene-LOC131841226	gene-LOC106140329	gene-LOC101747148	gene-LOC133319480	gene-LOC110382609	gene-LOC135083906	gene-LOC128680369	gene-LOC105398820	gene-LOC115447624	gene-LOC143912146
gene-LOC113514349	gene-LOC131841235	gene-LOC106140098	gene-LOC101735355	gene-LOC116774949	gene-LOC110381562	gene-LOC135083966	gene-LOC128680628	gene-LOC105398822	gene-LOC115447108	.
gene-LOC113514579	.	.	.	.	.	.	.	.	.	.
gene-LOC113514314	gene-LOC131841273	gene-LOC106140043	gene-LOC101735491	gene-LOC116774794	gene-LOC110381565	gene-LOC135083798	gene-LOC128680627	gene-LOC105398823	gene-LOC115447086	.
gene-LOC113514223	gene-LOC131841278	gene-LOC106140244	gene-LOC101746962	gene-LOC116774785	gene-LOC110381561	gene-LOC135083797	gene-LOC128680621	gene-LOC105398824	gene-LOC115447085	.
gene-LOC113514311	gene-LOC131841238	gene-LOC106140279	gene-LOC101735767	gene-LOC116774811	gene-LOC110381563	gene-LOC135083703	gene-LOC128680620	gene-LOC105379988	gene-LOC115447090	.
gene-LOC113514241	gene-LOC131841281	gene-LOC106140129	gene-LOC101747093	gene-LOC116774950	gene-Gprk2	gene-LOC135083783	gene-LOC128680619	gene-LOC105394381	gene-LOC115447089	gene-Gprk2
gene-LOC128200781	.	.	.	.	.	.	.	.	.	.
gene-LOC113514222	gene-LOC131841292	gene-LOC106140037	gene-LOC119628415	gene-LOC116774812	gene-LOC110377073	gene-LOC135083865	gene-LOC128680616	gene-LOC105387760	gene-LOC115447087	.
gene-LOC113514238	gene-LOC131841302	gene-LOC106140187	gene-LOC101736070	gene-LOC116774895	gene-LOC110377066	gene-LOC135083786	gene-LOC128680625	gene-LOC105387761	gene-LOC115447091	.
gene-LOC128200796	.	.	.	.	.	.	.	.	.	.
gene-LOC113514237	gene-LOC131841300	gene-LOC106140170	gene-LOC101736341	gene-LOC116774666	gene-LOC110377065	gene-LOC135083769	gene-LOC128680618	gene-LOC105387740	gene-LOC115447088	.
gene-LOC113521016	gene-LOC131841301	gene-LOC106140178	gene-LOC101736210	gene-LOC116774668	gene-LOC110377067	gene-LOC135083779	gene-LOC128680626	gene-LOC105387739	gene-LOC115447092	.
gene-LOC113514269	gene-LOC131841287	gene-LOC106140027	gene-LOC101736463	gene-LOC116774718	gene-LOC110377068	gene-LOC135083694	gene-LOC128680624	gene-LOC105387741	gene-LOC115447111	gene-LOC143912463
gene-LOC113514351	gene-LOC131841269	gene-LOC106140289	gene-LOC101736594	gene-LOC116774698	gene-LOC110377061	gene-LOC135083620	gene-LOC128680617	gene-LOC105396088	gene-LOC115447110	.
gene-LOC113514312	gene-LOC131841244	gene-LOC106139909	gene-LOC101735438	gene-LOC116774951	gene-LOC110377057	gene-LOC135083619	gene-LOC128680615	gene-LOC105387762	gene-LOC115447105	.
gene-LOC113514337	gene-LOC131841236	gene-LOC106133010	gene-LOC101736735	gene-LOC116774703	gene-LOC110377058	gene-LOC135083775	gene-LOC128680622	gene-LOC105387744	gene-LOC115447102	gene-LOC143912145
gene-LOC116412813	.	.	.	.	.	.	.	.	.	.
gene-LOC113514338	gene-LOC131841241	gene-LOC106133032	.	gene-LOC116774805	.	gene-LOC135083842	gene-LOC128680477	gene-LOC125490674	gene-LOC115447101	.
gene-LOC113514336	gene-LOC131841242	gene-LOC106133011	gene-LOC101735980	gene-LOC116774797	gene-LOC110377069	gene-LOC135083772	gene-LOC128680476	gene-LOC105384164	gene-LOC115447103	gene-LOC143912143
gene-LOC113514347	gene-LOC131841279	gene-LOC106133049	gene-LOC101736995	gene-LOC116774644	gene-LOC110377060	gene-LOC135083666	gene-LOC128680493	gene-LOC105391684	gene-LOC115447098	.
gene-LOC113514230	gene-LOC131841257	gene-LOC106133050	gene-LOC101737128	gene-LOC116774799	gene-LOC110377059	gene-LOC135083785	gene-LOC128680509	gene-LOC105384163	gene-LOC115447100	.
gene-LOC113514371	gene-LOC131841252	gene-LOC106133025	gene-LOC101737518	gene-LOC116774708	gene-LOC110377062	gene-LOC135083977	gene-LOC128680460	gene-LOC105391675	gene-LOC115447099	.
gene-LOC113514402	gene-LOC131841288	gene-LOC106133028	gene-LOC101737271	gene-LOC116774709	gene-LOC110377063	gene-LOC135083905	gene-LOC128680461	gene-LOC105391676	gene-LOC115447109	.
gene-LOC113514483	gene-LOC131841250	gene-LOC106133012	gene-LOC101737660	gene-LOC116774669	gene-LOC110377084	gene-LOC135083952	gene-LOC128680344	gene-LOC105391680	gene-LOC115447096	.
gene-LOC113514484	gene-LOC131841249	gene-LOC106133013	gene-LOC105842535	gene-LOC116774671	gene-LOC110377083	gene-LOC135083664	gene-LOC128680342	gene-LOC105391679	gene-LOC115447095	.
gene-LOC113514350	gene-LOC131841248	gene-LOC106133051	gene-LOC101736112	gene-LOC116774670	gene-LOC110377082	gene-LOC135083819	gene-LOC128680341	gene-LOC105391678	gene-LOC115447094	.
gene-LOC113514578	.	.	.	.	.	.	.	.	.	.
gene-LOC113514412	gene-LOC131841268	gene-LOC106133014	gene-LOC101737794	gene-LOC116774854	gene-Hmx	gene-LOC135083829	gene-LOC128680345	gene-LOC105391681	gene-LOC115447106	.
gene-LOC113514390	gene-LOC131841253	gene-LOC106133024	gene-LOC101736379	gene-LOC116774852	gene-LOC110377079	gene-LOC135083944	gene-LOC128680551	gene-LOC105397351	gene-LOC115447104	.
gene-LOC113514334	gene-LOC131841254	gene-LOC106133057	gene-LOC101738060	gene-LOC116774733	gene-LOC110377072	gene-LOC135083869	gene-LOC128680641	gene-LOC105385321	gene-LOC115453478	.
gene-LOC113514575	gene-LOC131841291	gene-LOC106133016	gene-LOC101736906	gene-LOC116774757	gene-LOC110377070	gene-LOC135083663	gene-LOC128680638	gene-LOC105381059	gene-LOC115453479	.
gene-LOC113514343	gene-LOC131841299	gene-LOC106133017	gene-LOC101737038	gene-LOC116774780	gene-Eip93f	gene-LOC135083618	gene-LOC128680637	gene-LOC105385744	gene-LOC115453157	.
gene-LOC113514212	gene-LOC131841237	gene-LOC106133040	gene-LOC101737173	gene-LOC116774921	gene-LOC110379278	gene-LOC135083617	gene-LOC128680387	gene-LOC105385734	gene-LOC115452593	gene-dsd
gene-LOC113514485	gene-LOC131841274	gene-LOC106133018	gene-LOC101737322	gene-LOC116774919	gene-LOC110379284	gene-LOC135083659	gene-LOC128680587	gene-LOC105387749	gene-LOC115452592	.
gene-LOC113514556	gene-LOC131841275	gene-LOC106133031	gene-LOC101738188	gene-LOC116774916	gene-LOC110379285	gene-LOC135083963	gene-LOC128680566	gene-LOC105385506	gene-LOC115444269	.
gene-LOC113514387	gene-LOC131841276	gene-LOC132901744	gene-mRpS25	gene-LOC116774695	gene-LOC110379282	gene-LOC135083964	gene-LOC128680567	gene-LOC105385507	gene-LOC115444273	.
gene-LOC113514486	gene-LOC131841295	gene-LOC106133043	gene-LOC101737607	gene-LOC116774826	gene-LOC110379286	gene-LOC135083657	gene-LOC128680570	gene-LOC119692158	gene-LOC115452590	.
gene-LOC113514323	gene-LOC131841286	gene-LOC106133043	gene-LOC101737607	gene-LOC116774665	gene-LOC110379286	gene-LOC135083657	gene-LOC128680570	gene-LOC105398135	gene-LOC115452590	.
gene-LOC113514346	gene-LOC131843738	gene-LOC106133045	gene-LOC101739000	gene-LOC116774858	gene-LOC110379283	gene-LOC135083916	gene-LOC128680552	.	gene-LOC115454118	.
gene-LOC116412821	gene-LOC131843750	gene-LOC106133046	.	gene-LOC116774787	gene-LOC110379288	gene-LOC135083778	gene-LOC128680472	.	gene-LOC115444267	.
gene-LOC113514420	gene-LOC131843748	gene-LOC106133021	gene-TAR2	gene-LOC116774716	gene-LOC110379294	gene-LOC135083776	gene-LOC128680542	gene-LOC105387003	gene-LOC115444268	.
gene-LOC116412932	.	.	.	.	.	.	.	.	.	.
gene-LOC113514397	gene-LOC131843752	gene-LOC106133044	gene-LOC101737464	gene-LOC116774743	gene-LOC110379279	gene-LOC135083982	gene-LOC128680471	.	gene-LOC115444249	.
gene-LOC113514426	gene-LOC131843752	gene-LOC106133044	.	gene-LOC116774931	gene-LOC110379292	gene-LOC135083962	gene-LOC128680471	.	gene-LOC115454549	.
gene-LOC113514540	gene-LOC131843750	gene-LOC106133046	.	gene-LOC116774792	gene-LOC110379288	gene-LOC135083778	gene-LOC128680472	.	gene-LOC115444278	.
gene-LOC113514421	gene-LOC131843749	gene-LOC106133022	gene-LOC101739481	gene-LOC116774828	gene-LOC110373610	gene-LOC135083774	gene-LOC128680361	gene-LOC105398299	gene-LOC115444280	gene-Loxl1
gene-LOC113514259	gene-LOC131843754	gene-LOC106133054	gene-LOC101739337	gene-LOC116774814	gene-Osy	gene-LOC135083781	gene-LOC128680359	gene-LOC105381740	gene-LOC115444254	.
gene-LOC113514263	gene-LOC131843732	gene-LOC106133034	gene-LOC101737884	gene-LOC116774664	gene-LOC110373590	gene-LOC135083899	gene-LOC128680501	gene-LOC105387236	gene-LOC115444259	.
gene-LOC113514194	gene-LOC131843727	gene-LOC106133036	gene-LOC101740520	gene-LOC116774630	gene-LOC110373602	gene-LOC135083773	gene-LOC128680503	gene-LOC105387238	gene-LOC115444260	gene-tws
gene-LOC116412815	.	gene-LOC106133037	gene-LOC101740387	gene-LOC116774631	.	gene-LOC135083780	gene-LOC128680504	.	gene-LOC115444262	.
gene-LOC113514379	gene-LOC131843733	gene-LOC106133038	.	gene-LOC116774706	gene-LOC110373566	gene-LOC135083768	gene-LOC128680502	gene-LOC105387252	gene-LOC115444266	.
gene-LOC113514318	gene-LOC131843742	gene-LOC106133029	gene-LOC100036587	gene-LOC116774696	gene-Smd2	gene-LOC135083900	gene-LOC128680659	gene-LOC105387773	gene-LOC115444258	.
gene-LOC113514386	gene-LOC131843753	gene-LOC106133053	gene-LOC101738149	gene-LOC116774882	gene-LOC110373551	gene-LOC135083784	gene-LOC128680658	gene-LOC105387785	gene-LOC115444279	.
gene-LOC128200785	.	.	.	.	.	.	.	.	.	.
gene-LOC113514539	gene-LOC131843724	.	.	gene-LOC116774706	gene-LOC110373566	gene-LOC135083768	gene-LOC128680502	gene-LOC105387252	gene-LOC115444264	.
gene-LOC113514566	gene-LOC131843725	gene-LOC106133052	gene-LOC101740254	gene-LOC116774945	gene-LOC110373571	gene-LOC135083655	gene-LOC128680352	gene-LOC105387254	gene-LOC115444265	.
gene-LOC113514327	gene-LOC131843730	gene-LOC106133027	gene-LOC101740115	gene-LOC116774857	gene-LOC110373592	gene-LOC135083907	gene-LOC128680545	gene-LOC105387241	gene-LOC115444272	.
gene-LOC113514546	gene-LOC131843729	gene-LOC106133055	gene-LOC101739894	gene-LOC116774731	gene-LOC110373564	gene-LOC135083750	gene-LOC128680496	gene-LOC105387242	gene-LOC115444255	.
gene-LOC113514547	gene-LOC131843744	gene-LOC106133030	gene-LOC101739617	gene-LOC116774885	gene-LOC110373565	gene-LOC135083984	gene-LOC128680399	gene-LOC105387255	gene-LOC115444257	gene-Csl4
gene-LOC113514545	gene-LOC131843726	gene-LOC106133047	gene-COPA	gene-LOC116774948	gene-LOC110373572	gene-LOC135083747	gene-LOC128680396	gene-LOC105397415	gene-LOC115444245	.
gene-LOC113514552	gene-LOC131843740	gene-LOC106133048	gene-LOC101738280	gene-LOC116774908	gene-LOC110373557	gene-LOC135083752	gene-LOC128680398	gene-LOC105397414	gene-LOC115444246	.
gene-LOC113514428	gene-LOC131843736	gene-LOC106133033	gene-LOC101740751	gene-LOC116774906	gene-LOC110373587	gene-LOC135083855	gene-LOC128680600	gene-LOC119692145	gene-LOC115444284	gene-slou
gene-LOC113514538	gene-LOC131843745	gene-LOC106130630	gene-LOC101740893	gene-LOC116774788	gene-LOC110373581	gene-LOC135083732	gene-LOC128680386	gene-LOC105380397	gene-LOC115444271	.
gene-LOC113514394	gene-LOC131843743	gene-LOC106130782	gene-LOC101741184	gene-LOC116774753	gene-LOC110373595	gene-LOC135083980	gene-LOC128680483	gene-LOC105380395	gene-LOC115444276	gene-LOC143913422
gene-LOC113514366	gene-LOC131843731	gene-LOC106130737	gene-LOC101741410	gene-LOC116774928	gene-LOC110373558	gene-LOC135083734	gene-LOC128680406	gene-LOC105390504	gene-LOC115444274	gene-sp3
gene-LOC113514385	gene-LOC131843746	gene-LOC106130780	gene-LOC101741549	gene-LOC116774900	gene-LOC110373555	.	gene-LOC128680413	gene-LOC105389764	gene-LOC115444282	.
gene-LOC128200779	gene-LOC131843734	gene-LOC106130631	gene-LOC101741549	gene-LOC116774900	gene-LOC110373553	.	gene-LOC128680412	gene-LOC105389745	gene-LOC115444241	.
gene-LOC113514384	gene-LOC131843751	gene-LOC106130781	.	gene-LOC116774711	gene-LOC110373601	.	gene-LOC128680418	.	gene-LOC115444244	.
gene-LOC113514537	.	gene-LOC106130760	gene-LOC101741989	gene-LOC116774712	gene-Ent2	gene-LOC135083753	gene-LOC128680408	gene-LOC105382545	gene-LOC115442823	.
gene-LOC113514427	.	gene-LOC106130714	gene-Osi20	gene-LOC116774943	gene-LOC110373615	gene-LOC135083740	gene-LOC128680414	gene-LOC105396990	gene-LOC115442859	.
gene-LOC113514217	.	gene-LOC106130712	gene-Osi19	gene-LOC116774939	gene-LOC110373584	gene-LOC135083743	gene-LOC128680417	gene-LOC105396991	gene-LOC115442858	.
gene-LOC113514536	.	gene-LOC132903268	.	gene-LOC116774909	gene-LOC110373583	.	gene-LOC128680416	gene-LOC125490673	gene-LOC115442855	.
gene-LOC113514216	.	gene-LOC106130632	.	gene-LOC116774914	gene-LOC110373582	gene-LOC135083737	gene-LOC128680409	gene-LOC105389749	gene-LOC115442827	.
gene-LOC128200788	.	.	.	.	.	.	.	.	.	.
gene-LOC113514341	.	gene-LOC106130769	gene-LOC101742130	gene-LOC116774803	gene-LOC110373594	gene-LOC135083807	gene-LOC128680328	gene-LOC105382519	gene-LOC115442832	.
gene-LOC113514320	gene-LOC131843734	gene-LOC106130697	gene-LOC101742422	gene-LOC116774903	gene-LOC110373562	gene-LOC135083864	gene-LOC128680324	gene-LOC105389745	gene-LOC115442825	.
gene-LOC113514315	.	gene-LOC106130697	gene-LOC101742422	gene-LOC116774903	gene-LOC110373562	gene-LOC135083864	gene-LOC128680324	gene-LOC105389745	gene-LOC115442825	.
gene-LOC113514564	.	gene-LOC106130753	gene-LOC101742280	gene-LOC116774642	gene-LOC110373563	gene-LOC135083746	gene-LOC128680333	gene-LOC105382520	gene-LOC115442826	.
gene-LOC113514561	.	gene-LOC106130751	gene-MLE	gene-LOC116774640	gene-LOC110373560	gene-LOC135083748	gene-LOC128680321	gene-LOC105390513	gene-LOC115442824	.
gene-LOC113514562	.	gene-LOC106130684	gene-mRpS10	gene-LOC116774869	gene-LOC110373604	gene-LOC135083932	gene-LOC128680331	gene-LOC105389744	gene-LOC115442850	.
gene-LOC113514563	.	gene-LOC106130685	gene-LOC101742567	gene-LOC116774871	gene-LOC110373605	gene-LOC135083933	gene-LOC128680332	gene-LOC105382515	gene-LOC115442851	.
gene-LOC113514419	.	gene-LOC106130711	gene-LOC101742708	gene-LOC116774752	gene-LOC110373586	gene-LOC135083930	gene-LOC128680327	gene-LOC105389741	gene-LOC115442842	.
gene-LOC113514535	gene-LOC131843237	gene-LOC106130691	gene-LOC101738551	gene-LOC116774878	gene-LOC110373600	gene-LOC135083749	gene-LOC128680322	gene-LOC105393041	gene-LOC115442853	.
gene-Trnaa-cgc-3	.	.	.	.	.	.	.	.	.	.
gene-Trnai-aau-2	.	.	.	.	.	.	.	.	.	.
gene-LOC113514405	.	gene-LOC106130633	gene-LOC101738822	gene-LOC116774970	gene-LOC110373598	gene-LOC135083745	gene-LOC128680334	gene-LOC105389740	gene-LOC115442834	.
gene-LOC128200778	.	.	.	.	.	.	.	.	.	.
gene-LOC113514329	gene-LOC131843235	gene-LOC106130698	gene-LOC101738953	gene-LOC116774875	gene-LOC110373613	gene-LOC135083742	gene-LOC128680326	gene-LOC105389739	gene-LOC115442848	.
gene-LOC113514200	gene-LOC131843229	gene-LOC106130754	gene-LOC101739097	gene-LOC116774874	gene-LOC110373612	gene-LOC135083648	gene-LOC128680319	gene-LOC105389760	gene-LOC115442843	.
gene-LOC113514534	gene-LOC131843230	gene-LOC106130634	gene-LOC101742999	.	gene-LOC110373591	gene-LOC135083735	gene-LOC128680323	.	gene-LOC115442845	.
gene-LOC113514544	gene-LOC131843234	gene-LOC106130701	gene-LOC101739237	gene-LOC116774918	gene-LOC110373609	gene-LOC135083739	gene-LOC128680574	gene-LOC105389759	gene-LOC115442852	.
gene-LOC113514265	gene-LOC131843231	gene-LOC106130728	gene-LOC101743243	gene-LOC116774734	gene-LOC110373567	gene-LOC135083751	gene-LOC128680430	gene-LOC105389758	gene-LOC115442821	.
gene-LOC113514416	gene-LOC131843236	gene-LOC106130729	gene-LOC101739372	gene-LOC116774865	gene-LOC110373588	gene-LOC135083852	gene-LOC128680544	gene-LOC105383456	gene-LOC115442833	.
gene-LOC113514333	gene-LOC131843233	gene-LOC106130695	gene-LOC101739515	gene-LOC116774932	gene-LOC110373606	gene-LOC135083815	gene-LOC128680594	gene-LOC105383432	gene-LOC115442839	.
gene-LOC128200783	gene-LOC131843238	gene-LOC106130635	gene-LOC101739656	gene-LOC116774761	gene-LOC110373576	gene-LOC135083733	gene-LOC128680596	gene-LOC105383459	gene-LOC115442838	.
gene-LOC128200797	.	.	.	.	.	.	.	.	.	.
gene-LOC113522928	gene-LOC131848748	gene-LOC106132955	gene-FaR	gene-LOC116777347	gene-LOC110382735	gene-LOC135085790	gene-LOC128670044	.	gene-LOC115453450	.
gene-LOC113522867	gene-LOC131848760	gene-LOC106132909	gene-LOC110385657	gene-LOC116778039	gene-LOC110382736	gene-LOC135077850	gene-LOC128669742	.	gene-LOC115453447	.
gene-LOC113522814	gene-LOC131848741	gene-LOC106132943	gene-LOC101745968	gene-LOC116776006	gene-LOC110382828	gene-LOC135077878	gene-LOC128670408	.	gene-LOC115454111	.
gene-LOC113522815	.	.	.	.	.	.	.	.	.	.
gene-LOC113522813	gene-LOC131848743	gene-LOC106132951	gene-LOC101741966	gene-LOC116776623	gene-LOC110382830	gene-LOC135079087	gene-LOC128670409	.	gene-LOC115451432	.
gene-LOC113517854	gene-LOC131849167	gene-LOC106129538	gene-LOC101741181	gene-LOC116777299	gene-LOC110383095	.	gene-LOC128682817	.	gene-LOC115441438	.
gene-LOC128200798	.	.	.	.	.	.	.	.	.	.
gene-LOC113517844	gene-LOC131849358	gene-LOC106129546	gene-LOC101739479	gene-LOC116777083	gene-LOC110376540	.	gene-LOC128683377	gene-LOC105395859	gene-LOC119190843	.
gene-LOC113517845	gene-LOC131849357	gene-LOC132903992	gene-LOC105842509	gene-LOC116777085	gene-LOC110376544	.	gene-LOC128683379	gene-LOC125491179	gene-LOC115441416	.
gene-LOC113517850	gene-LOC131849179	gene-LOC106129545	gene-LOC101741407	gene-LOC116777468	gene-LOC110381403	.	gene-LOC128683378	gene-LOC105385329	gene-LOC115441429	.
gene-LOC113517848	gene-LOC131849101	.	gene-LOC101739615	gene-LOC116777305	gene-LOC110379459	gene-LOC135086780	gene-LOC128683377	gene-LOC105387103	gene-LOC115441436	.
gene-LOC128200809	.	.	.	.	.	.	.	.	.	.
gene-LOC113517842	gene-LOC131849252	.	gene-LOC101741740	gene-LOC116777385	gene-LOC110378408	gene-LOC135087141	gene-LOC128683038	gene-LOC125491203	gene-LOC115441427	.
